OECD_Research_Area,Year_Range,Tech_Level,TRLxAdoption,Impact,Technology_Name,Tech_Count
Nano-technology,1-3 years,TECH_LEVEL_1,TRL 9 Innovators,66.67,Superalloy,1
Nano-technology,1-3 years,TECH_LEVEL_2,TRL 9 Innovators,73.497,Click Chemistry; Exascale computing heterogenous architecture; Fluorescent imaging; Laser-based sensor; Lipid Nanoparticles; Microfluidics; Monoclonal antibody targeted drug delivery; Multi-factor biometric identification; Proton exchange membrane; Tunable laser,10
Nano-technology,1-3 years,TECH_LEVEL_3,TRL 9 Innovators,73.535,Corrosion resistant coating; Silver nanoparticle coating; Slow-release fertilizer capsule; Structured illumination microscopy,4
Nano-technology,1-3 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,90,Graphene; Nanomaterial,2
Nano-technology,1-3 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,52.163,Flexible circuits; Fluorescent dye; Gallium Nitride semiconductor; Optical  waveguide; Optical Isolators; Tiny machine learning,6
Nano-technology,1-3 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,66.05,Indium gallium zinc oxide semiconductors; MEMS lidar; Quantum cascade laser; Stimulated emission depletion,4
Nano-technology,1-3 years,TECH_LEVEL_1,TRL 9 Early Adopters,62.6,Composite materials,1
Nano-technology,1-3 years,TECH_LEVEL_2,TRL 9 Early Adopters,62.456,Flexible printed circuits; Lipid nanoparticle; Microelectromechanical systems; Microwave waveguide; Optical communication; Solid state laser; Wireless sensor network,7
Nano-technology,1-3 years,TECH_LEVEL_2,TRL 9 Early Majority,28.2,Gas laser,1
Nano-technology,1-3 years,TECH_LEVEL_3,TRL 9 Early Adopters,62.054,Diamond-like coating; Hall effect thruster; Pulsed fiber laser; RGB laser video projector; Semiconductor Laser Diode; Semiconductor laser; Spin valve; VCSEL diode laser; anti-reflective coating; laser diode headlights,10
Nano-technology,1-3 years,TECH_LEVEL_3,TRL 9 Early Majority,60.044,Excimer laser; Fluorescent Protein; Fluorescent protein; Laser diode; Laser diode light; MEMS oscillator; Optical Splitter; Organic light emitting diode; Thermoplastic polyurethane,9
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 3-4,66.965,Force Field; Utility fog,2
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 3-4,70.77,Bioabsorbable space debris; Ion phonon laser,2
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 3-4,68.567,Enzyme-Modified Quantum Dot Energy Storage System; Integrated Photonics-Enhanced Microbial Biophotolysis; Quantum Dot-DNA Supercapacitor Hybrid,3
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 5-6,61.938,Peptide Computing; Protein-based computing; Room temperature superconductor; Time crystal,4
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 5-6,61.889,3D Biophotovoltaic Arrays; Acoustic Quantum Waveguide; Acoustic cloaking device; Acoustics to activate gene expression; All-optical transistor; Bacteria-based nanorobot; Bio-electronic transcriptor; Bio-hybrid robot; Bioelectronic Plant-Microbial Living Machine; Biological nanorobot; Bioluminescent therapy; Cell signaling inspired communication; Cell-based nanorobot; Chemical nanorobot; Chemical nanorobot environmental remediation; Claytronics; DNA Computing; DNA battery; DNA computing; Electro-optic transistor; Electrogenetic switch; Electron Waveguide; Energy harvesting nanorobot; Enzymatic DNA battery; Enzyme-Engineered Organic Photovoltaics; Enzyme-Engineered Quantum Coherent Photosynthetic System; External storage biological integration; Floquet time crystal; Fullerene-based computing; High-pressure superconductor; Integrated Photonic-Microbial Electrosynthesis; Integrated Photonics Biophotovoltaics; Integrated Photonics Quantum-Enhanced Artificial Photosynthesis; Laser pushed lightsail; Light-Activated Enzyme Energy Conversion System; Magnetic waveguide; Mechanical nanorobot; Metabolically Engineered Living Organic Solar Cell; Metamaterial topological insulator cloaking; Microbial-Directed Self-assembling Conductive Biofilms; Molecular Manufacturing of Energy-Harvesting Proteins; Molecular automata; Molecular computing; Molecular transistor; Nanoradio; Nanoscale modular bot; Optomechanical transistor; Petahertz Electronics; Photon rocket; Photonic propulsion; Plasma genetic therapy; Plasma magnet propulsion; Plasmonic transistor; Programmable DNA Battery; Programmable Protein-Based Energy Harvesters; Protein-Based Flexible Light Harvesting Arrays; Protein-Based Microrobots; Protein-Quantum Dot Hybrid Photosynthetic Energy Storage; Quantum Dot-DNA Supercapacitor Hybrid Generator; Quantum Dot-Integrated Self-assembling Biohybrid Photosystems; Quantum engine; Quantum entanglement DNA detection; Quantum entanglement long distance network sensor; Quantum entanglement stealth technology detection; Quantum nanorobot; Quantum plasmonic metamaterial; Quantum-Enhanced Artificial Photosynthesis; RNA-based Programmable Biobattery; RNA-based Programmable Energy-Generating Molecular Machines; Radio-sensitive genetic switch; Radiogenetics; Self-Assembling Protein-Based Biophotovoltaics; Self-Replicating Enzyme Biocatalytic Energy System; Self-Sustainable Photobioelectrochemical System; Self-assembling DNA Battery; Silicene; Sillicene semiconductors; Skyrmion-based device; Solid-State Quantum Coherent Photosynthetic Array; Sonoluminescent responsive material; Spin Waveguide; Supramolecular machine; Synthetic Biological Proton Pump Battery; Synthetic Blood; Thermal topological metamaterial; Tokamak; Topological qubit; Ultrasound responsive genetic construct; Valleytronics; Wireless Power Transfer Biophotovoltaics; Wireless Power Transfer Photobioelectrochemical Network; optogenetic diagnostics; photomechanical organic crystal,93
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 5-6,65.444,3D Bioprinted Energy-Storing Cellular Matrices; 3D DNA Origami Supercapacitor Energy System; 3D DNA Supercapacitor Array; 3D Printed Algal Biophotocapacitor Array; 3D-Printed Enzyme Cascade Biobatteries; 4D Programmable Energy-Storing Hydrogel Bioink; 4D Programmable Enzyme Biocatalyst System; 4D Programmable Piezoelectric Wood Energy Storage; 4D Self-Adapting Biomimetic Photosynthetic Arrays; Amniotic fluid exchange system; Automated Aptamer-SELEX Energy Storage Optimization System; Bio-Electronic Ternary Organic Solar Cell; Bio-electronic Enzyme-Engineered Microelectrode Array Energy Storage; Biofilm-Based Microrobots; Chemical nanorobot drug delivery; Conductance-switching molecular transistor; DNA supercapacitor; DNA-Scaffolded Enzyme Cascade Biobatteries; DNA-Scaffolded Quantum Dot Solar Array; DNA-Scaffolded Self-Healing Metal Foam Energy Storage; DNA-Templated Carbon PCM Nanostructures; DNA-based Photosynthetic Solar Cell; DNA-based Programmable Microelectrode Array Energy Storage; DNA-scaffolded MOF Energy Storage System; DNA-templated Redox-Active Polymer Energy Storage; Dendrimer antibiotics; Dissolvable surveillance equipment; Electrochemical molecular transistor; Electrolaser; Enzyme-Coupled DNA Supercapacitor Energy System; Enzyme-Coupled Quantum Dot Regenerative Solar Cell; Enzyme-Engineered Artificial Leaf Catalytic Systems; Enzyme-Engineered Biocatalytic Energy Storage Lab-on-a-Chip; Enzyme-Engineered DNA Battery; Enzyme-Engineered Iron-Oxide Nanoparticle Biobatteries; Enzyme-Engineered Plant-based Biobattery; Enzyme-Engineered Polymer Solar Cell; Enzyme-Engineered pH-Responsive Energy Capacitor; Field-effect molecular transistor; Fungi-Derived Organic Semiconductor Solar Cell; Gene modification of magneto-sensitive protein; Gene-edited Photosynthetic Protein Energy Capacitors; Graphene nanoribbon radio; Graphene-based nanoradio; Integrated Photonic-Enzymatic DNA Battery; Integrated Photonics-Carbonic Anhydrase Bioenergy Converter; Integrated Photonics-Enhanced Algal-Bacterial Bioelectronic Generator; Integrated Photonics-Enhanced Biophotolysis; Integrated Photonics-Enhanced Microbial Electrosynthesis; Integrated Photonics-Enzyme Biocatalyst System; Integrated Photonics-Enzyme Energy Harvesting System; MEMS-based nanoradio; Magnesium core-shell battery; Magnetic Field-Responsive Enzyme Biocatalyst System; Magnetic nano-rectenna; Metabolically Engineered Iron-Oxide Hydrogen Storage System; Metabolically Engineered Living Cell-Organic Semiconductor Hybrid Storage; Metabolically Engineered Silk-Graphene Hybrid Energy Storage; Metamaterial scattering cancellation cloaking; Microbial-Based Photosynthetic-Organic Hybrid Solar Cell; Microbial-Enhanced Flexible PV System; Microbial-Functionalized Carbon Nanotube Hydrogen Storage Matrix; Microbial-Mediated Self-Healing Metal Foam Capacitor; Modular Ultrasound-Responsive Synthetic Microbial Consortium; Molecular Electronics DNA Battery; Molecular Electronics Photomechanical Bio-MOF; Molecular Electronics-Carbonic Anhydrase Hybrid Energy Converter; Nano-electromechanical transistor; Nanophotonic phonon laser; Optical nano-rectenna; Optogenetic Microelectrode Array Energy Storage System; Optogenetic-Controlled Bioelectronic Algal-Bacterial Energy System; Optogenetically Controlled Microbial Energy Capacitors; Personalized CRISPRa Bioenergy Units; Phage-assembled DNA Battery; Photonic Crystal Logic Gate; Photoresponsive molecular transistor; Piezoelectric nanorobot; Plasma drug delivery; Plasma electromagnetic pulse weapon; Plasmonic Logic Gate; Polymer nanorobot; Precision-Engineered Blue Enzyme Biocapacitor; Printed organs; Programmable Enzymatic DNA Battery; Protein-Based Light Harvesting Complex-Enhanced Organic Solar Cell; Protein-Encapsulated Magnesium Quantum Dot Battery; Protein-Encapsulated Magnetic Nanoparticle Energy System; Protein-Engineered Proton Channel Battery; Protein-Functionalized Iron-Oxide Hydrogen Storage; Protein-Functionalized Self-Healing Metal Foam Supercapacitor; Protozoa-Based Microrobots; Quantum Dot Bulk Heterojunction Solar Cell; Quantum Dot-Bacterial Photocatalytic Array; Quantum Dot-Bacterial Reaction Center Solar Cell; Quantum Dot-Enhanced Biophotovoltaics; Quantum Dot-Enhanced Microalgal Photosynthesis; Quantum dot molecular transistor; Quantum entanglement accelometer; Quantum entanglement based sensor for MRI; RNA-based CRISPRa Energy Harvesting Cells; Redox molecular transistor; Respirocyte robotic red blood cell; Rotaxane-based nanorobot; Self-Assembling DNA-Scaffolded Carbon Nanotube Hydrogen Storage Arrays; Self-Assembling Enzyme-Engineered Hybrid Solar Cell; Self-Assembling Protein-Based Organic Photovoltaics; Self-Assembling Protein-Based Organic Solar Cell; Self-Assembling Ultrasonic Energy Harvesting Biofilm; Self-Assembly Quantum Dot Artificial Photosynthesis Arrays; Self-Sustaining Enzymatic DNA Battery; Self-assembling DNA Supercapacitor Energy System; Self-assembling Enzyme-Coupled Magnetic Nanoparticle Energy Storage; Self-assembling Microbial-Based Organic Solar Cell; Single atom transistor; Single cell nanosensor; Single molecule junction transistor; Soil cleaning nanorobot; Solid-State Protein-Based Biobattery; Spin Field-Effect Transistor; Spin field effect transistor; Spintronic molecular transistor; Steady state microbunching lithography; Terahertz responsive liquid crystal elastomer; Transient GI sensor; Transient cancer monitor; Water purification nanorobot; Wireless Power Transfer Piezoelectric Wood Networks; Wireless-Powered Enzymatic DNA Battery; Yeast-Based Microrobots; Zero-friction coating; photomechanical azobenzene-containing material,132
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 5-6 Innovators,73.63,Bioinorganic quantum material; Plant nanobionics,2
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 5-6 Innovators,61.075,Acoustically responsive liquid crystal elastomer; Acousto-optic responsive material; Adsorption-based hydrogen storage; Airborne electric field generator; Atomtronic beam splitter; Atomtronic laser; Atomtronic memory; Bio-holographic Light Harvesting Arrays; Bioabsorbable scaffolding material; DNA-based Self-assembling Bioenergy Harvesting System; Goldene; Hypestable vitrification; Liquid metal semiconductors; MHD additive manufacturing; Magnetogenetics; Magnetoresponsive material; Manganese photosynthesis; Microwave-Sensitive material; Molecular-scale energy storage device; Nanocharging Solar; Neuron Control; Next Gen Data Storage; Nonlinear Chiral Metamaterials:; Optogenetic biomarker; Polyparaphenylene; Quantum dot battery; Quantum electron waveguide; Quantum hyperspectral imaging; Quantum neural network; RNA-enhanced DNA Supercapacitor Generator; Radiation-responsive material; Segnet electrical polymer; Semiconductor material power transfer; Sensing metal foam; Smart transistor; Spintronic enhanced sensor; Spintronic transcriptor; Syntactic electrical management material; TeraHertz genetics; Teslaphoresis; Thermoresponsive conductive material; Trancitor; Wireless dynamo charging; Zero-index material waveguide; topological insulator,45
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 5-6 Innovators,64.157,3D Printed Plant-based Biobattery; 3D Structured Sugar Biobattery; 3D-Printed Microbial Biobattery; 4D Self-assembling Bio-thermoelectric Generators; Algea cell microbots; Antimagnetic nanotextured surface; Aptamer-Mediated Cellular Imaging; Bio-Membrane Graphene Composite Battery; Bio-electronic Enzyme-Engineered Organic Solar Cell; Chloroplast-Enhanced Holographic Light Trapping Films; DNA-Scaffolded Piezoelectric Nanoarrays; DNA-Templated Organic Photovoltaic Nanostructures; DNA-Templated Polypyrrole Nanostructures; Electromagnetic nano-rectenna; Enzyme-Catalyzed Nanowire Battery; Enzyme-Catalyzed Perovskite Crystal Formation PV; Enzyme-Engineered Hydrogel Bioink Energy System; Enzyme-Engineered Photovoltaic System; Enzyme-Engineered Polyaniline Biocapacitors; Enzyme-Engineered Ternary Organic Solar Cell; Enzyme-Engineered Triboelectric Pavement System; Exosome-Based Microrobots; Flexible & Stretchable Biophotovoltaics; Gallium-based alloy battery; Germanium nanowire battery; Graphene laser; Graphene transcriptor; Hybrid Plant-Animal Cell Microrobots; Integrated Photonics Microfluidic Bio-Energy Harvester; Integrated Photonics Piezoelectric Wood; Integrated Photonics-Enhanced Enzymatic Conversion; Light-Activated Blue Enzyme Energy Generator; Lipid-Based Microrobots; Lithium Quantum dot battery; MHD crystal growth; Magnesium Quantum dot battery; Magnetic-Enhanced Piezoelectric Wood; Metal insulator metal nanolaser; Metal matrix 3D printing; Metal-oxide core-shell battery; Metamaterial fishnet superlens; Metamaterial temperature sensor; Mg-ion battery; Microbial-Semiconductor Hybrid PEC System; Microbial-Synthesized Organic Semiconductor Photovoltaics; Microbial-Synthesized Quantum Dot Solar Cell; Microwave responsive liquid crystal elastomer; Nanocrystal cathode; Nanomechanical resonators nanoradio; Neuromorphic Transistor; Optical AI processor; Optogenetic bioluminescent protein; Optomechanical phonon laser; Organic Electronics-Algal Photosystem Solar Cell; Organic Electronics-Integrated Photobioelectrochemical Cell; Perovskite-Cyanobacterial Photocatalytic Membrane; Perovskite-Protein Hybrid Solar Cell; Phase change transistor; Photosynthetic Protein-Integrated Organic Photovoltaics; Piezoelectric nanoradio; Plasmon enhanced nanolaser; Pollen-Based Microrobots; Protein-Based Organic Solar Cell Interface; Protein-Based Ternary Organic Solar Cell; Protein-Functionalized Graphene Supercapacitor; Protein-Polyaniline Hybrid Supercapacitors; QD nanocrystal cathode battery; Quantum Dot-Enzyme Hybrid Biobatteries; Selective laser sintering with textile materials; Selenium core-shell battery; Self-Regenerating Protein-MOF Catalytic Networks; Self-assembling Algal-Photocatalytic Hybrid Surface; Self-healing metal foam; Semiconductor embedded in quartz; Solid-State Enzyme-Polymer Composite Biobatteries; Steady state microbunching materials processing; Super-smooth 2-atom thick electronic devices; Superlens chips; Transient drone; Transient electrotherapy patch; Transient neural interface; Virus-Based Microrobots; Virus-Templated Self-assembling Piezoelectric Energy Harvesters; photomechanical carbon nanotube,84
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 7-8,69.765,Electrogenetics; Nanomaterial,2
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 7-8,64.016,Artificial photosynthesis; Biological nanorobot gene therapy; Disease Modifying Neurodegenerative Therapeutics; Enzymatic biobattery; Iron-based superconductor; Metamaterial transformation optics cloaking; Microgravity alloy solidification; Molecular memory; Optical computing; Plasmonic Waveguide; Plasmonic nanoradio; Quantum lithography; Radiation induced gene expression; Silicon alternative; Swarming nanorobot; Synthetic Cell-Based Microrobots; Therapeutic Aptamer; Titanium-based metal matrix composite; Ultraviolet optogenetics,19
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 7-8,63.84,5D DVD; Biodegradable electrical stimulator; Biological nanorobot drug delivery; Carbon nanotubes for hydrogen storage; Cellular Mechanotransduction Energy Harvesters; DNA hard drive; DNA-based Scaffold Enzyme Biocatalyst Network; DNA-based nanorobot; Electromechanical nanorobot; Electromechanical nanorobot environmental monitoring; Energy-Harvesting Biohybrid Stretchable Supercapacitor; Enzyme-Engineered Artificial Cell Battery; Enzyme-Engineered Bio-Electronic Energy Harvesters; Enzyme-Engineered Self-assembling Biofuel Cells; Exciton-polariton transistor; Gene-Edited Photosynthetic Protein Arrays; Injectable implantable brain; Microbial nanowire sensor; Microbial-Quantum Dot Hybrid Energy Cell; Microfluidic Continuous-Flow Enzymatic Biobattery; Neural dust; Optogenetic Bioelectrodes; Protein-Based Conformational Energy Storage Lab-on-a-Chip; Quantum Dot optical Logic Gate; Quantum dot transistor; Schottky solar cell; Self-Assembling Peptide-Enhanced Organic Solar Cell; Self-Healing Microfluidic Photosynthetic Networks,28
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 7-8 Innovators,61.199,Beyond EUV lithography; Bioinorganic nanotechnology; Dielectric material; Material bio-manufacturing; Programmable matter; Quantum material; Space manufacturing,7
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 7-8 Innovators,63.641,2d material transistor; 4D printing; Acoustic diode; Acoustic power transfer; Acoustically responsive material; Active Nonlinear Metamaterials; Active Plasmonic Metamaterial; Active camouflage; Active fishnet metamaterial; Anti-Cancer Aptamer; Anti-viral Aptamer; Artificial magnetism; Atomtronic quantum simulator; BLUF Protein; Biohybrid microrobotics; Bioinorganic drug delivery; Bioinorganic gene therapy; Bioinorganic medical imaging; Biological nanorobot biosensing; Black phosphorus semiconductor; Body fluid based biobattery; Carbon Capture-Integrated Artificial Photosynthesis System; Cell microbots; Chiral fishnet metamaterial; Chiral metamaterial; Chiral plasmonic metamaterial; Cryogenic membrane; DNA digital data storage; DNA-based self assembly; DNA-templated organic synthesis; Diamond semiconductors; Diffractive Optical Neural Network; Double negative metamaterial; Electrically responsive material; Electromagnetic rectenna; Embedded battery; Enzyme-Enhanced Photocatalytic Nanobiointerface; Exosome targeted drug delivery; Ferroelectric responsive material; Genetically modified silk production; Gradient-index metamaterial; Heat responsive liquid crystal elastomer; Holographic data storage; Hydrophilic responsive material; Hygroscopic responsive material; Hyperbolic metamaterial; Implantable chip; In vivo gene editing; Integrated Photonic-Microbial Fuel Cells; Integrated Photonics-Metabolic Engineering Platform; Ionic electroactive polymer; Light-responsive liquid crystal elastomer; Light-responsive material; Lipid tagging; Liquid Crystal Elastomers; Longterm hydrogen storage; Magnet technology free of rare earth metals; Magnetic field cell function control; Magnetic metamaterial; Magnetic nanoparticles for cellular targeting; Magnetically responsive liquid crystal elastomer; Magnetocaloric material; Mechanically responsive liquid crystal elastomer; Memristive transcriptor; Memristor; Meta waveguide; Metal aerogel; Metamaterial dielectric superlens; Metamaterial plasmonic cloaking; Microgravity crystal growth technology; Microgravity manufacturing; Microwave metamaterial sensor; Modular Quantum-Bio Artificial Photosynthesis Platform; Molecular optoelectronics; Molecular switch; Nacre-like materials; Nanoparticle beam; Nanoparticle targeted drug delivery; Nanorobotics; Negative-refraction metamaterial; Neurobioelectronics; Neuromorphic transcriptor; Nonlinear Metamaterials for Mid-Infrared and Terahertz Frequencies; Nonlinear Photonic Crystals; Nonlinear metamaterial; Optical rectenna; Optical transistor; Optogenetically-Controlled Protein Energy Systems; Organic Ferroelectric Memory; Organic photovoltaics; Organic transcriptor; Oxide superconductor; Perovskite-Quantum Hybrid Artificial Photosynthesis; Phage-based drug delivery; Phonon laser; Phononic crystal; Photonic Metamaterial; Photonic crystal metamaterial; Photorefractive polymers; Piezo-responsive material; Plasmonic Lattice; Plasmonic Nanostructure; Plasmonic antenna; Plasmonic interconnect; Plasmonic nonlinear metamaterial; Polypeptide-based Hydrogel; Programmable Biohybrid Energy Harvesting System; Programmable Metabolic Protein Networks; Programmable carbon fiber composite; Protein-Based Self-assembling Biophotovoltaics; Quantum chronometry; Quantum computer; Quantum computing hardware; Quantum electric field sensing; Quantum entanglement eavesdropping detection; Quantum interferometry; Quantum metrology; Quantum spectroscopy; Quantum-enhanced microscopy; Quantum-enhanced squeezing sensor; RNA-Regulated Protein Energy Switches; Remote network sensor; Self-Assembling Blue Enzyme Energy Arrays; Self-Assembling Enzyme-Nanoparticle Energy Storage Matrix; Self-Assembling Piezoelectric Biosystems; Self-Assembling Polypeptide Copolymer; Self-Assembling Protein-Based Bioreactors; Semiconductor embedded in glass; Shape-responsive material; Solid state hydrogen storage; Spin qubit; Spintronic Memristor; Sticktronics; Superconduncting coating; Supramolecular enzyme alterative; Supramolecular polymer; Supramolecular self-healing material; Synthetic material growth; Temperature sensitive engineered protein; Terahertz metamaterial; Terahertz responsive material; Terahertz waveguide; Thermal cloaking metamaterial; Thermal phase-change metamaterial; Topological metamaterial; Transient battery; Transient circuit; Tunable magnetic metamaterial; Tunable metamaterial; Tunable photonic metamaterial; Tunable thermal metamaterial; Tunneling transistor; Two-Dimensional Photonic Crystal; Ultradense Molecular Memory; distributed laser charging; photomechanical liquid crystal; photomechanical material; ultracold atom,158
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 7-8 Innovators,64.923,3d-printed electronic skin; Algal-Quantum Dot Hybrid Photosynthetic Energy System; All-Polymer Organic Solar Cell; All-Small Molecule Organic Solar Cell; Aluminum Gallium nitride laser; Anti-inflammatory Aptamer; Antiacoustic nanotextured surface; Aptamer Locked Nucleic Acids; Aptamer in vivo SELEX; Augmented reality contact lens; Bio Ink; Bio-compatible electronic skin; Bio-electronic Enzyme-Catalyzed Proton Battery; Bio-engineered Quantum Dot Solar Cell; Biocompatible liquid crystal elastomer; Bioink with nanoparticles; Biomimetic Artificial Leaves with Integrated Microfluidics; Bulk heterojunction solar cell; CZTS solar cell; Carbon Nanotube Field-Effect Transistor; Carbon nanotube nanoradio; Cell-based bioprinting; Charging coil embedded composite; Cloaking nanotextured surface; Cloud seeding nanoparticle based aerosol; Colloidal Quantum Dot Solar Cell; Communication contact lens; Controlled Release System for Enzybiotics; Core-shell nanowire battery; DNA nanosensor; DNA-Scaffolded MOF Electrocatalysts; DNA-Scaffolded PEC Nanostructures; DNA-Templated Flexible Organic Photovoltaics; DNA-Templated Polyaniline Nanostructures; Depleted heterojunction solar cell; Dielectric Nanoresonator Laser; Dielectric nanotextured surface; Electric body armor; Electrochemical Metallization Cell; Electromechanical nanorobot drug delivery; Electron transistor; Energy-Harvesting Hybrid Enzymatic Biobattery; Enzymatic biofuel cells; Enzyme-Coupled Quantum Dot Photocatalytic System; Enzyme-Driven Microrobots; Enzyme-Engineered Biocatalytic Energy Storage Hydrogel; Enzyme-Engineered Carbon Nanotubes for Biocatalytic Hydrogen Storage; Enzyme-Engineered DNA Hydrogel Biobatteries; Enzyme-Engineered Flexible Photovoltaic Films; Enzyme-Engineered MOF Electrocatalysts; Enzyme-Engineered Mycobiomass Capacitors; Enzyme-Engineered Piezoelectric Wood Energy Cells; Enzyme-based nanorobot; Extremely thin absorber solar cell; Ferroelectric Memristor; Fiber Optic Translucent Concrete Resin-Based Translucent Concrete Photovoltaic Translucent Concrete; Fishnet metamaterial; Flexible Bio-Piezoelectric Composite Materials; Flexible Organic Electronic Bioelectrodes; Flexible organic photovoltaics; Flexible perovskite-silicon PV; Fused Deposition Modeling 4d printing; Gastrobot; Graphene Oxide dough; Graphene Quantum dot battery; Graphene aerogel; Graphene foam battery; Graphene nanoribbon anode; Graphene oxide water capture systems; Graphene silicon photonic laser; Graphene waveguide; Graphite core-shell battery; HE-LMNO cobalt-free cathode; Holographic memory drive; Holographic planar concentrator; Hybrid organic-inorganic solar cell; Integrated Photonics Enzymatic Biofuel Cells; Integrated Photosynthetic-Microbial Microfluidic Energy System; Ion nanosensor; Kesterite solar cell; Kesterite structured material; Laser based breath analyzer; Li-Fi positioning; Line Defect Waveguide; Liposomal antibiotics; MHD molten glass processing; Magnetic Nanoparticle-Enhanced Microfluidic Biocapacitor; Magnetic nanorobot; Magnetic rectenna; Magnetic tunneling transistor; Magnetotactic Bacteria-Based Microrobots; Mass Nanosensor; Metabolically-Enhanced Carbon Nanotube Hydrogen Generation-Storage System; Metamaterial magnetic sensor; Metamaterial-based biosensors; Microbial-MOF Hybrid Electrocatalytic Systems; Microbial-Synthesized Graphene Battery; Microfluidic bioprinting; Miniaturized magnetic implant; Modular Multi-Enzyme Cascade Biobattery; Molybdenium photonic integrated circuit; Nano-engineered viral particle; Nanoelectromechanical switch; Nanolaser; Nanowire laser; Nitride phonon laser; Non-invasive white cell point of care monitor; Optogenetic light-activated kinase; Organic Electronic Polypyrrole-Protein Hybrids; Organic Electronics Enzymatic Biofuel Cells; Organic Light-Emitting Electrochemical Cell; Organic nanolaser; Perovskite QD solar cell; Personalized CRISPR-Modified Algal Bioreactors; Phage nanoparticle conjugates; Phase Change Memristor; Photonic crystal nanolaser; Photosynthesis-Mimicking Solid-State Bio-Solar Capacitor; Plasmodic nanolaser; Plasmonic graphene waveguide; Polymer-Fullerene Organic Solar Cell; Polymer-Small Molecule Organic Solar Cell; Polymeric Memristor; Polyphenylenevinylene; Porous silicon sheet anode; Portable water purification nanomembrane systems; Potentiometric Nanosensor; Precision nootropic delivery systems; Q-silicon; QD-LED solar cell; Quantum Dot Enhanced Photobioelectrochemical Cell; Quantum Dot Tandem Solar Cell; Quantum Dot-Enhanced Biohybrid PEC Cells; Quantum Dot-Enhanced Microbial Biophotolysis; Quantum Dot-Enhanced Photosynthetic Spectrum Expansion; Quantum based breath analyzer; Quantum dot sensitized solar cell; Quantum dot solar cell; Quinone proton battery; RNA nanotechnology targeted drug delivery; Radiative cooling water condensers; Raman silicon laser; Rhenium Disulfide semiconductor; Self-Assembling Algal Membrane Energy System; Self-Assembling Protein-Based PEC Membranes; Self-Healing Biopolymer Perovskite-Silicon PV; Self-assembling Protein-Based Ionic Electroactive Polymer; Self-cleaning nanotextured surface; Self-healing nanotextured surface; Semiconductor embedded in sapphire; Senolytic nanoparticle; Silicon microcavity laser; Silicon microdisk laser; Silicon nanowire laser; Silicon photonic transistor; Silicon-based nanolaser; Silicon-based quantum dot laser; Single cell bioprinting; Single crystal electrode battery; Sketch-based single electron transistor; Smart bandage; Smart contact lens; Smart fertilizers; Spin-Orbit Torque Sensor; Spin-torque nano-oscillator; Spintronic magnetoresistant sensor; Stereolithography 4d printing; Subretinal implant; Subwavelength focusing waveguide; Tactile Sensing Electronic Skin:; Temperature Nanosensor; Terahertz metamaterial sensor; Ternary Organic Solar Cell; Thermo-tunable nanotextured surface; TiO2 memristor; Tin nanowire battery; Tissue-Engineered Microrobots; Transient intracranial pressure sensor; Tunnel Field-Effect Transistor; Ultralight fabric solar cell; Volume holographic lens concentrator; Whispering Gallery Mode Nanolaser; Wound nanosensor; Zeolite targeted drug delivery; Zinc Quantum dot battery; Zinc nanowire battery; magnetically-stimulated secretome release; radiation protection coating,188
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 9 Innovators,53.33,Cyborg,1
Nano-technology,3-5 years,TECH_LEVEL_2,TRL 9 Innovators,61.805,Electron laser; Gene therapy; Gene therapy delivery system; Laser display; Molecular sensor; Nano-based materials drug delivery; Nanoparticle based delivery; Precision gene therapy; Quantum encryption; Rare earth barium copper oxide superconductor,10
Nano-technology,3-5 years,TECH_LEVEL_3,TRL 9 Innovators,59.139,Brain stent; Epiretinal implant; Intercepting laser weapon; Retinal implant; Scanning probe lithography; Surface Plasmon Resonance Nanosensor; Thin film battery,7
Nano-technology,3-5 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,69.596,Biodegradability; Bioelectronics; Carbon based material; Fullerene; Functional material; Intelligent materials; Nanophotonics; Quantum computing; Self Assembly; Shape memory materials; Smart materials; Superconductor; Superconduncting material; Tribological material,14
